solve_id,solve_type,method,warm_start,min_search_proportion,threshold_proportion,remove_constraints,zero_slack_likelihood,n,p,q,cut_type,cut_value,max_variables,max_constraints,total_cpu_time,gurobi_cpu_time,non_gurobi_cpu_time,objective_value
7,iterative,auto,warm,1,0.0,True,0.0,150,0.5,0.2,fixed,1000,11175,11254,3585.6345474299737,3154.621924908017,431.0126225219574,1108.0000000000011
7,iterative,auto,warm,1,0.0,True,0.1,150,0.5,0.2,fixed,1000,11175,15377,7089.0538521829885,6630.35113885894,458.70271332404815,1108.000000000005
7,iterative,auto,warm,1,0.0,True,0.3,150,0.5,0.2,fixed,1000,11175,12645,6934.766158741957,6412.42056366906,522.3455950728967,1108.0000000000007
8,iterative,auto,warm,1,0.0,False,0.0,150,0.5,0.2,fixed,1000,11175,20689,5932.782662726997,5740.862300978914,191.92036174808163,1064.0000000000043
8,iterative,auto,warm,1,0.0,True,0.0,150,0.5,0.2,fixed,1000,11175,11026,2927.251295589027,2475.0205509366933,452.23074465233367,1063.9999999999986
8,iterative,auto,warm,1,0.0,True,0.1,150,0.5,0.2,fixed,1000,11175,14329,9542.959339640976,9068.051754405256,474.90758523572,1063.9999999999961
8,iterative,auto,warm,1,0.0,True,0.3,150,0.5,0.2,fixed,1000,11175,11966,11539.019548513985,10847.345144120103,691.6744043938817,1064.0000000000043
9,iterative,auto,warm,1,0.0,False,0.0,150,0.5,0.2,fixed,1000,11175,24101,11254.699274841987,11037.51351219992,217.18576264206783,1144.9999999999989
9,iterative,auto,warm,1,0.0,True,0.0,150,0.5,0.2,fixed,1000,11175,12516,7684.0610325000025,7166.738388386322,517.3226441136793,1145.000000000005
9,iterative,auto,warm,1,0.0,True,0.1,150,0.5,0.2,fixed,1000,11175,14713,11034.723211508013,10416.963949901052,617.7592616069596,1144.9999999999989
9,iterative,auto,warm,1,0.0,True,0.3,150,0.5,0.2,fixed,1000,11175,13321,10676.540146778978,10057.476352066851,619.0637947121286,1144.9999999999984
0,once,auto,cold,1,0.0,False,0.0,20,0.5,0.2,fixed,1000,190,4561,0.4250751609999999,0.2347706700000001,0.1903044909999998,17.0
0,iterative,auto,warm,1,0.0,False,0.0,20,0.5,0.2,fixed,1000,190,1069,0.17948186500000007,0.07331323399999977,0.10616863100000028,16.999999999999996
0,iterative,auto,warm,1,0.0,True,0.0,20,0.5,0.2,fixed,1000,190,484,0.2767072159999999,0.07781425399999953,0.1988929620000004,17.0
0,iterative,auto,warm,1,0.0,True,0.1,20,0.5,0.2,fixed,1000,190,561,0.30351131800000003,0.10183264299999983,0.2016786750000001,17.0
0,iterative,auto,warm,1,0.0,True,0.3,20,0.5,0.2,fixed,1000,190,571,0.29962154499999993,0.09477138999999957,0.2048501550000004,17.0
1,once,auto,cold,1,0.0,False,0.0,20,0.5,0.2,fixed,1000,190,4561,0.27572280399999993,0.09544384600000022,0.1802789579999997,19.0
1,iterative,auto,warm,1,0.0,False,0.0,20,0.5,0.2,fixed,1000,190,864,0.12487479300000005,0.030639003000000112,0.09423578999999993,19.0
1,iterative,auto,warm,1,0.0,True,0.0,20,0.5,0.2,fixed,1000,190,753,0.19734311500000026,0.037118450000000365,0.16022466499999988,19.0
1,iterative,auto,warm,1,0.0,True,0.1,20,0.5,0.2,fixed,1000,190,568,0.23141655000000005,0.032731630999999865,0.19868491900000015,19.0
1,iterative,auto,warm,1,0.0,True,0.3,20,0.5,0.2,fixed,1000,190,556,0.18210470800000025,0.03580763900000017,0.14629706900000006,19.0
10,once,auto,cold,1,0.0,False,0.0,20,0.5,0.2,fixed,1000,190,4561,0.4247597670000012,0.1882992459999997,0.2364605210000015,23.0
10,iterative,auto,warm,1,0.0,False,0.0,20,0.5,0.2,fixed,1000,190,1533,0.5739821959999993,0.12419037400001187,0.44979182199998746,22.999999999999996
10,iterative,auto,warm,1,0.0,True,0.0,20,0.5,0.2,fixed,1000,190,862,1.2281426720000006,0.11762208099999685,1.1105205910000038,23.0
10,iterative,auto,warm,1,0.0,True,0.1,20,0.5,0.2,fixed,1000,190,832,1.1361705070000028,0.4946179299999933,0.6415525770000094,23.0
10,iterative,auto,warm,1,0.0,True,0.3,20,0.5,0.2,fixed,1000,190,706,1.3851606069999995,0.5367628200000034,0.8483977869999961,23.0
11,once,auto,cold,1,0.0,False,0.0,20,0.5,0.2,fixed,1000,190,4561,0.3938761579999976,0.21750285500000288,0.17637330299999476,19.29268292682928
11,iterative,auto,warm,1,0.0,False,0.0,20,0.5,0.2,fixed,1000,190,1033,0.18512341199999935,0.0748530460000012,0.11027036599999818,19.29268292682926
11,iterative,auto,warm,1,0.0,True,0.0,20,0.5,0.2,fixed,1000,190,634,0.21052402499999803,0.06197069999999982,0.14855332499999818,19.292682926829254
11,iterative,auto,warm,1,0.0,True,0.1,20,0.5,0.2,fixed,1000,190,505,0.31845262999999946,0.10465473299999672,0.21379789700000276,19.29268292682927
11,iterative,auto,warm,1,0.0,True,0.3,20,0.5,0.2,fixed,1000,190,352,0.25047156799999826,0.07409985699999666,0.1763717110000016,19.292682926829254
12,once,auto,cold,1,0.0,False,0.0,20,0.5,0.2,fixed,1000,190,4561,0.3817059130000011,0.2040066949999968,0.17769921800000432,17.391304347826082
12,iterative,auto,warm,1,0.0,False,0.0,20,0.5,0.2,fixed,1000,190,1255,0.2320194559999997,0.06933239600000007,0.16268705999999966,17.391304347826086
12,iterative,auto,warm,1,0.0,True,0.0,20,0.5,0.2,fixed,1000,190,412,0.3129009379999985,0.0856020870000016,0.2272988509999969,17.39130434782609
12,iterative,auto,warm,1,0.0,True,0.1,20,0.5,0.2,fixed,1000,190,378,0.3137188850000001,0.1007003279999985,0.2130185570000016,17.391304347826093
12,iterative,auto,warm,1,0.0,True,0.3,20,0.5,0.2,fixed,1000,190,423,0.2901001189999981,0.07625575699999843,0.21384436199999968,17.3913043478261
13,once,auto,cold,1,0.0,False,0.0,20,0.5,0.2,fixed,1000,190,4561,0.34103934599999874,0.1670781450000014,0.17396120099999735,26.0
13,iterative,auto,warm,1,0.0,False,0.0,20,0.5,0.2,fixed,1000,190,744,0.12397712299999952,0.03400638399999778,0.08997073900000174,26.0
13,iterative,auto,warm,1,0.0,True,0.0,20,0.5,0.2,fixed,1000,190,572,0.16379913900000176,0.03503657100000268,0.12876256799999908,26.0
13,iterative,auto,warm,1,0.0,True,0.1,20,0.5,0.2,fixed,1000,190,592,0.18334518800000052,0.047428664999998205,0.13591652300000234,26.0
13,iterative,auto,warm,1,0.0,True,0.3,20,0.5,0.2,fixed,1000,190,607,0.13473790300000132,0.030762408000004626,0.1039754949999967,26.0
14,once,auto,cold,1,0.0,False,0.0,20,0.5,0.2,fixed,1000,190,4561,0.26778149199999746,0.09268131099999977,0.1751001809999977,17.999999999999996
14,iterative,auto,warm,1,0.0,False,0.0,20,0.5,0.2,fixed,1000,190,627,0.10151812899999868,0.025781942999998364,0.07573618600000033,18.0
14,iterative,auto,warm,1,0.0,True,0.0,20,0.5,0.2,fixed,1000,190,735,0.2360033929999972,0.029405001999997182,0.20659839100000002,18.0
14,iterative,auto,warm,1,0.0,True,0.1,20,0.5,0.2,fixed,1000,190,623,0.1730238629999974,0.02274350899999789,0.1502803539999995,18.0
14,iterative,auto,warm,1,0.0,True,0.3,20,0.5,0.2,fixed,1000,190,567,0.17075714899999994,0.024338688000000275,0.14641846099999967,18.0
15,once,auto,cold,1,0.0,False,0.0,20,0.5,0.2,fixed,1000,190,4561,0.4210757110000003,0.24528581700000274,0.17578989399999756,24.923076923076913
15,iterative,auto,warm,1,0.0,False,0.0,20,0.5,0.2,fixed,1000,190,783,0.1606060549999988,0.06859272699999508,0.09201332800000372,24.923076923076927
15,iterative,auto,warm,1,0.0,True,0.0,20,0.5,0.2,fixed,1000,190,300,0.2869207369999991,0.0736846660000019,0.2132360709999972,24.923076923076906
15,iterative,auto,warm,1,0.0,True,0.1,20,0.5,0.2,fixed,1000,190,290,0.35251893199999884,0.123907624000001,0.22861130799999785,24.923076923076906
15,iterative,auto,warm,1,0.0,True,0.3,20,0.5,0.2,fixed,1000,190,255,0.6250274840000003,0.24365529200000324,0.38137219199999706,24.92307692307692
16,once,auto,cold,1,0.0,False,0.0,20,0.5,0.2,fixed,1000,190,4561,0.3844367380000016,0.20816462300000185,0.17627211499999973,20.3529411764706
16,iterative,auto,warm,1,0.0,False,0.0,20,0.5,0.2,fixed,1000,190,1025,0.1655324969999974,0.06468256999999866,0.10084992699999873,20.35294117647059
16,iterative,auto,warm,1,0.0,True,0.0,20,0.5,0.2,fixed,1000,190,573,0.20987972400000032,0.05902801200000241,0.15085171199999792,20.352941176470583
16,iterative,auto,warm,1,0.0,True,0.1,20,0.5,0.2,fixed,1000,190,566,0.2194986820000011,0.07366535699999588,0.14583332500000526,20.352941176470583
16,iterative,auto,warm,1,0.0,True,0.3,20,0.5,0.2,fixed,1000,190,499,0.3561091929999982,0.100065788000002,0.2560434049999962,20.3529411764706
17,once,auto,cold,1,0.0,False,0.0,20,0.5,0.2,fixed,1000,190,4561,0.2878916770000011,0.1107083270000011,0.17718334999999996,17.0
17,iterative,auto,warm,1,0.0,False,0.0,20,0.5,0.2,fixed,1000,190,996,0.12907790499999905,0.030405568000002606,0.09867233699999643,17.0
17,iterative,auto,warm,1,0.0,True,0.0,20,0.5,0.2,fixed,1000,190,734,0.18807789699999944,0.030569446000001218,0.15750845099999822,16.999999999999993
17,iterative,auto,warm,1,0.0,True,0.1,20,0.5,0.2,fixed,1000,190,750,0.18904075999999748,0.029425912999997195,0.15961484700000028,17.0
17,iterative,auto,warm,1,0.0,True,0.3,20,0.5,0.2,fixed,1000,190,395,0.2011201729999996,0.04373287800000725,0.15738729499999238,17.0
18,once,auto,cold,1,0.0,False,0.0,20,0.5,0.2,fixed,1000,190,4561,0.4399533759999983,0.2623106010000029,0.17764277499999534,16.958333333333332
18,iterative,auto,warm,1,0.0,False,0.0,20,0.5,0.2,fixed,1000,190,1218,0.21340756800000094,0.0946100500000071,0.11879751799999386,16.95833333333335
18,iterative,auto,warm,1,0.0,True,0.0,20,0.5,0.2,fixed,1000,190,325,0.3613322740000058,0.08392949800000338,0.2774027760000024,16.95833333333333
18,iterative,auto,warm,1,0.0,True,0.1,20,0.5,0.2,fixed,1000,190,367,0.4225386700000016,0.11868061500000948,0.3038580549999921,16.958333333333346
18,iterative,auto,warm,1,0.0,True,0.3,20,0.5,0.2,fixed,1000,190,535,1.4863205409999978,0.5137895930000127,0.9725309479999852,16.958333333333346
19,once,auto,cold,1,0.0,False,0.0,20,0.5,0.2,fixed,1000,190,4561,0.3688905160000005,0.19494407699999527,0.17394643900000514,23.0
19,iterative,auto,warm,1,0.0,False,0.0,20,0.5,0.2,fixed,1000,190,844,0.16170499300000074,0.05822018300000309,0.10348480999999764,23.000000000000018
19,iterative,auto,warm,1,0.0,True,0.0,20,0.5,0.2,fixed,1000,190,561,0.1659556230000021,0.034351106999999104,0.131604516000003,23.0
19,iterative,auto,warm,1,0.0,True,0.1,20,0.5,0.2,fixed,1000,190,539,0.19522163700000306,0.06170890200000656,0.1335127349999965,23.0
19,iterative,auto,warm,1,0.0,True,0.3,20,0.5,0.2,fixed,1000,190,523,0.20748866799999632,0.06663871399999978,0.14084995399999656,23.0
2,once,auto,cold,1,0.0,False,0.0,20,0.5,0.2,fixed,1000,190,4561,0.3304010180000003,0.15431498299999946,0.17608603500000086,16.0
2,iterative,auto,warm,1,0.0,False,0.0,20,0.5,0.2,fixed,1000,190,1264,0.15886525400000018,0.04976506299999972,0.10910019100000046,16.0
2,iterative,auto,warm,1,0.0,True,0.0,20,0.5,0.2,fixed,1000,190,805,0.2105080199999998,0.04267599299999958,0.16783202700000022,16.0
2,iterative,auto,warm,1,0.0,True,0.1,20,0.5,0.2,fixed,1000,190,822,0.21348377400000015,0.04030433100000064,0.17317944299999954,16.0
2,iterative,auto,warm,1,0.0,True,0.3,20,0.5,0.2,fixed,1000,190,824,0.22570747899999954,0.0508064629999998,0.17490101599999974,16.0
20,once,auto,cold,1,0.0,False,0.0,20,0.5,0.2,fixed,1000,190,4561,0.4039780809999982,0.2272815210000019,0.17669655999999634,15.652173913043475
20,iterative,auto,warm,1,0.0,False,0.0,20,0.5,0.2,fixed,1000,190,1003,0.21960062500000527,0.10134348100000068,0.11825714400000464,15.65217391304347
20,iterative,auto,warm,1,0.0,True,0.0,20,0.5,0.2,fixed,1000,190,322,0.445536722,0.09993110200000643,0.3456056199999935,15.652173913043466
20,iterative,auto,warm,1,0.0,True,0.1,20,0.5,0.2,fixed,1000,190,346,0.6478278889999984,0.2508989969999931,0.39692889200000536,15.65217391304348
20,iterative,auto,warm,1,0.0,True,0.3,20,0.5,0.2,fixed,1000,190,241,1.011271635,0.4299200669999905,0.5813515680000094,15.652173913043484
21,once,auto,cold,1,0.0,False,0.0,20,0.5,0.2,fixed,1000,190,4561,0.2847312769999988,0.059351260999996214,0.22538001600000254,19.0
21,iterative,auto,warm,1,0.0,False,0.0,20,0.5,0.2,fixed,1000,190,699,0.11146852999999624,0.022957857999998055,0.08851067199999818,19.0
21,iterative,auto,warm,1,0.0,True,0.0,20,0.5,0.2,fixed,1000,190,437,0.14676594099999818,0.020476365999996915,0.12628957500000124,19.0
21,iterative,auto,warm,1,0.0,True,0.1,20,0.5,0.2,fixed,1000,190,540,0.15175967300000082,0.021069232000009208,0.1306904409999916,19.0
21,iterative,auto,warm,1,0.0,True,0.3,20,0.5,0.2,fixed,1000,190,356,0.17902268299999946,0.025113377000003826,0.15390930599999564,19.0
22,once,auto,cold,1,0.0,False,0.0,20,0.5,0.2,fixed,1000,190,4561,0.4034576530000038,0.2258536749999962,0.1776039780000076,22.282051282051274
22,iterative,auto,warm,1,0.0,False,0.0,20,0.5,0.2,fixed,1000,190,810,0.17288298999999796,0.07083752599999826,0.1020454639999997,22.282051282051302
22,iterative,auto,warm,1,0.0,True,0.0,20,0.5,0.2,fixed,1000,190,381,0.3074502950000024,0.08992830500000792,0.2175219899999945,22.28205128205128
22,iterative,auto,warm,1,0.0,True,0.1,20,0.5,0.2,fixed,1000,190,347,0.3609929790000024,0.10181403599998616,0.2591789430000162,22.282051282051288
22,iterative,auto,warm,1,0.0,True,0.3,20,0.5,0.2,fixed,1000,190,279,0.3888699430000031,0.15142823700000466,0.2374417059999985,22.28205128205128
23,once,auto,cold,1,0.0,False,0.0,20,0.5,0.2,fixed,1000,190,4561,0.24376435099999585,0.06817194499999601,0.1755924059999998,11.0
23,iterative,auto,warm,1,0.0,False,0.0,20,0.5,0.2,fixed,1000,190,952,0.1728786270000029,0.017066169000003132,0.15581245799999974,11.0
23,iterative,auto,warm,1,0.0,True,0.0,20,0.5,0.2,fixed,1000,190,667,0.17574125499999838,0.016713375999991342,0.15902787900000706,11.0
23,iterative,auto,warm,1,0.0,True,0.1,20,0.5,0.2,fixed,1000,190,710,0.1801456150000007,0.018423062999993082,0.16172255200000762,11.0
23,iterative,auto,warm,1,0.0,True,0.3,20,0.5,0.2,fixed,1000,190,431,0.19104258899999849,0.02184636099999437,0.1691962280000041,11.0
24,once,auto,cold,1,0.0,False,0.0,20,0.5,0.2,fixed,1000,190,4561,0.28068030700000435,0.104075028000004,0.17660527900000034,16.00000000000001
24,iterative,auto,warm,1,0.0,False,0.0,20,0.5,0.2,fixed,1000,190,1360,0.15441234799999393,0.0409346479999968,0.11347769999999713,16.0
24,iterative,auto,warm,1,0.0,True,0.0,20,0.5,0.2,fixed,1000,190,721,0.183715062999994,0.03225782799999877,0.1514572349999952,16.0
24,iterative,auto,warm,1,0.0,True,0.1,20,0.5,0.2,fixed,1000,190,706,0.18984686400000328,0.031313803999999834,0.15853306000000345,16.0
24,iterative,auto,warm,1,0.0,True,0.3,20,0.5,0.2,fixed,1000,190,755,0.19499434899999807,0.03319519200000798,0.16179915699999015,16.0
25,once,auto,cold,1,0.0,False,0.0,20,0.5,0.2,fixed,1000,190,4561,0.44358275200000463,0.26513256899999504,0.1784501830000096,20.916666666666675
25,iterative,auto,warm,1,0.0,False,0.0,20,0.5,0.2,fixed,1000,190,1211,0.24148179499999856,0.12538013600001108,0.11610165899998748,20.91666666666666
25,iterative,auto,warm,1,0.0,True,0.0,20,0.5,0.2,fixed,1000,190,307,0.4383489949999984,0.11655142699999033,0.32179756800000797,20.91666666666667
25,iterative,auto,warm,1,0.0,True,0.1,20,0.5,0.2,fixed,1000,190,288,0.603746864999998,0.2704633749999914,0.33328349000000657,20.91666666666665
25,iterative,auto,warm,1,0.0,True,0.3,20,0.5,0.2,fixed,1000,190,341,0.9227039290000008,0.4276613190000021,0.4950426099999987,20.916666666666643
26,once,auto,cold,1,0.0,False,0.0,20,0.5,0.2,fixed,1000,190,4561,0.5042164180000057,0.33173671800000193,0.1724797000000038,16.806666666666665
26,iterative,auto,warm,1,0.0,False,0.0,20,0.5,0.2,fixed,1000,190,1299,0.21094661500000456,0.09144586599999373,0.11950074900001086,16.80666666666667
26,iterative,auto,warm,1,0.0,True,0.0,20,0.5,0.2,fixed,1000,190,203,0.6124786899999961,0.1103916399999818,0.5020870500000143,16.806666666666672
26,iterative,auto,warm,1,0.0,True,0.1,20,0.5,0.2,fixed,1000,190,201,0.5783684660000006,0.1263130780000239,0.4520553879999767,16.806666666666672
26,iterative,auto,warm,1,0.0,True,0.3,20,0.5,0.2,fixed,1000,190,215,0.6921171410000042,0.1941756229999996,0.4979415180000046,16.806666666666665
27,once,auto,cold,1,0.0,False,0.0,20,0.5,0.2,fixed,1000,190,4561,0.26564728600000365,0.0920592140000025,0.17358807200000115,15.0
27,iterative,auto,warm,1,0.0,False,0.0,20,0.5,0.2,fixed,1000,190,1098,0.13671352699999773,0.033632706000005896,0.10308082099999184,15.0
27,iterative,auto,warm,1,0.0,True,0.0,20,0.5,0.2,fixed,1000,190,654,0.18039419099999776,0.028111580999997443,0.15228261000000032,15.000000000000005
27,iterative,auto,warm,1,0.0,True,0.1,20,0.5,0.2,fixed,1000,190,769,0.2518013649999986,0.035464603000001205,0.2163367619999974,15.0
27,iterative,auto,warm,1,0.0,True,0.3,20,0.5,0.2,fixed,1000,190,708,0.193784756999996,0.028530494999998268,0.1652542619999977,15.0
28,once,auto,cold,1,0.0,False,0.0,20,0.5,0.2,fixed,1000,190,4561,0.4381694469999999,0.262366066999995,0.17580338000000495,20.018518518518512
28,iterative,auto,warm,1,0.0,False,0.0,20,0.5,0.2,fixed,1000,190,1456,0.482748719,0.13183708900000826,0.3509116299999917,20.01851851851853
28,iterative,auto,warm,1,0.0,True,0.0,20,0.5,0.2,fixed,1000,190,520,1.2051197039999977,0.16208007700001306,1.0430396269999846,20.018518518518526
28,iterative,auto,warm,1,0.0,True,0.1,20,0.5,0.2,fixed,1000,190,708,4.623572746000001,2.012632044999968,2.6109407010000325,20.0185185185185
28,iterative,auto,warm,1,0.0,True,0.3,20,0.5,0.2,fixed,1000,190,511,3.2323575519999963,1.3617969239999679,1.870560628000028,20.018518518518547
29,once,auto,cold,1,0.0,False,0.0,20,0.5,0.2,fixed,1000,190,4561,0.3369196189999997,0.1597542319999974,0.17716538700000228,14.999999999999991
29,iterative,auto,warm,1,0.0,False,0.0,20,0.5,0.2,fixed,1000,190,1205,0.16377728799999858,0.05653520700001025,0.10724208099998833,14.999999999999947
29,iterative,auto,warm,1,0.0,True,0.0,20,0.5,0.2,fixed,1000,190,618,0.312191440999996,0.06554115499999824,0.2466502859999977,15.0
29,iterative,auto,warm,1,0.0,True,0.1,20,0.5,0.2,fixed,1000,190,815,0.21678686299999586,0.04538700200000534,0.1713998609999905,15.0
29,iterative,auto,warm,1,0.0,True,0.3,20,0.5,0.2,fixed,1000,190,856,0.23558158399999485,0.058600097999999434,0.1769814859999954,14.999999999999993
3,once,auto,cold,1,0.0,False,0.0,20,0.5,0.2,fixed,1000,190,4561,0.39150509899999975,0.21416326200000046,0.17734183699999928,17.882352941176464
3,iterative,auto,warm,1,0.0,False,0.0,20,0.5,0.2,fixed,1000,190,979,0.2241248740000001,0.08795353200000111,0.13617134199999906,17.88235294117647
3,iterative,auto,warm,1,0.0,True,0.0,20,0.5,0.2,fixed,1000,190,494,0.3456904020000007,0.0928810250000005,0.25280937700000017,17.88235294117647
3,iterative,auto,warm,1,0.0,True,0.1,20,0.5,0.2,fixed,1000,190,953,0.31495853900000004,0.08669418700000088,0.2282643519999992,17.88235294117646
3,iterative,auto,warm,1,0.0,True,0.3,20,0.5,0.2,fixed,1000,190,980,0.4388058570000002,0.1027854210000001,0.3360204360000001,17.88235294117646
30,once,auto,cold,1,0.0,False,0.0,20,0.5,0.2,fixed,1000,190,4561,0.4497022490000049,0.27552956699999953,0.17417268200000535,21.223140495867764
30,iterative,auto,warm,1,0.0,False,0.0,20,0.5,0.2,fixed,1000,190,988,0.18803931699999765,0.08010754899999739,0.10793176800000026,21.22314049586778
30,iterative,auto,warm,1,0.0,True,0.0,20,0.5,0.2,fixed,1000,190,298,0.2914269210000029,0.08609373199999483,0.20533318900000808,21.22314049586777
30,iterative,auto,warm,1,0.0,True,0.1,20,0.5,0.2,fixed,1000,190,436,0.2946441700000051,0.0945039419999958,0.2001402280000093,21.223140495867774
30,iterative,auto,warm,1,0.0,True,0.3,20,0.5,0.2,fixed,1000,190,386,0.4108161799999976,0.11518089799999842,0.2956352819999992,21.22314049586778
31,once,auto,cold,1,0.0,False,0.0,20,0.5,0.2,fixed,1000,190,4561,0.4016811689999997,0.2239714239999984,0.17770974500000136,13.419354838709676
31,iterative,auto,warm,1,0.0,False,0.0,20,0.5,0.2,fixed,1000,190,1107,0.19481421700000112,0.08085230099999308,0.11396191600000805,13.41935483870967
31,iterative,auto,warm,1,0.0,True,0.0,20,0.5,0.2,fixed,1000,190,581,0.2740977380000018,0.06405062199998922,0.21004711600001255,13.419354838709676
31,iterative,auto,warm,1,0.0,True,0.1,20,0.5,0.2,fixed,1000,190,582,0.3513134240000113,0.06423642800000096,0.28707699600001035,13.41935483870967
31,iterative,auto,warm,1,0.0,True,0.3,20,0.5,0.2,fixed,1000,190,719,0.3378377570000026,0.10151102700001502,0.2363267299999876,13.41935483870967
32,once,auto,cold,1,0.0,False,0.0,20,0.5,0.2,fixed,1000,190,4561,0.33994812999999624,0.15848442099999716,0.18146370899999908,20.0
32,iterative,auto,warm,1,0.0,False,0.0,20,0.5,0.2,fixed,1000,190,976,0.14547250500000075,0.03938033299999688,0.10609217200000387,20.0
32,iterative,auto,warm,1,0.0,True,0.0,20,0.5,0.2,fixed,1000,190,800,0.2106163830000014,0.04067126400001087,0.16994511899999054,20.0
32,iterative,auto,warm,1,0.0,True,0.1,20,0.5,0.2,fixed,1000,190,605,0.2004518489999896,0.04271546799998305,0.15773638100000653,20.0
32,iterative,auto,warm,1,0.0,True,0.3,20,0.5,0.2,fixed,1000,190,560,0.1955680669999964,0.03686277699999607,0.15870529000000033,20.0
33,once,auto,cold,1,0.0,False,0.0,20,0.5,0.2,fixed,1000,190,4561,0.4003222780000044,0.2183211870000008,0.1820010910000036,20.64285714285715
33,iterative,auto,warm,1,0.0,False,0.0,20,0.5,0.2,fixed,1000,190,812,0.183904308999999,0.07397445899999866,0.10992985000000033,20.642857142857142
33,iterative,auto,warm,1,0.0,True,0.0,20,0.5,0.2,fixed,1000,190,412,0.2844878779999931,0.07532904599999313,0.209158832,20.642857142857142
33,iterative,auto,warm,1,0.0,True,0.1,20,0.5,0.2,fixed,1000,190,363,0.4116701749999976,0.14640399500002846,0.26526617999996915,20.642857142857142
33,iterative,auto,warm,1,0.0,True,0.3,20,0.5,0.2,fixed,1000,190,353,0.5740292349999976,0.2075809789999994,0.3664482559999982,20.64285714285713
34,once,auto,cold,1,0.0,False,0.0,20,0.5,0.2,fixed,1000,190,4561,0.3524745429999996,0.11999408399999822,0.23248045900000136,14.0
34,iterative,auto,warm,1,0.0,False,0.0,20,0.5,0.2,fixed,1000,190,860,0.13003885599999876,0.03079490900000792,0.09924394699999084,14.0
34,iterative,auto,warm,1,0.0,True,0.0,20,0.5,0.2,fixed,1000,190,627,0.1719724470000017,0.024103651000018544,0.14786879599998315,14.0
34,iterative,auto,warm,1,0.0,True,0.1,20,0.5,0.2,fixed,1000,190,634,0.17904278599999654,0.021747995999987783,0.1572947900000088,14.0
34,iterative,auto,warm,1,0.0,True,0.3,20,0.5,0.2,fixed,1000,190,866,0.22302750699999765,0.036499988000002766,0.18652751899999487,14.0
35,once,auto,cold,1,0.0,False,0.0,20,0.5,0.2,fixed,1000,190,4561,0.410108410999996,0.231833555999998,0.17827485499999796,17.0
35,iterative,auto,warm,1,0.0,False,0.0,20,0.5,0.2,fixed,1000,190,1561,0.4156549100000007,0.13686544500005482,0.27878946499994584,17.000000000000018
35,iterative,auto,warm,1,0.0,True,0.0,20,0.5,0.2,fixed,1000,190,805,1.5362412419999885,0.15868195900000615,1.3775592829999823,17.0
35,iterative,auto,warm,1,0.0,True,0.1,20,0.5,0.2,fixed,1000,190,737,0.5803035870000031,0.16735311800003672,0.4129504689999664,17.0
35,iterative,auto,warm,1,0.0,True,0.3,20,0.5,0.2,fixed,1000,190,517,1.3294780490000022,0.4990517770000196,0.8304262719999826,17.0
36,once,auto,cold,1,0.0,False,0.0,20,0.5,0.2,fixed,1000,190,4561,0.4003893689999956,0.17727111799999307,0.2231182510000025,19.000000000000004
36,iterative,auto,warm,1,0.0,False,0.0,20,0.5,0.2,fixed,1000,190,1031,0.15459337800000128,0.05401120199998388,0.1005821760000174,19.0
36,iterative,auto,warm,1,0.0,True,0.0,20,0.5,0.2,fixed,1000,190,814,0.2217084930000084,0.05531596400001604,0.16639252899999235,19.0
36,iterative,auto,warm,1,0.0,True,0.1,20,0.5,0.2,fixed,1000,190,716,0.2866515880000122,0.08425351499998612,0.2023980730000261,19.0
36,iterative,auto,warm,1,0.0,True,0.3,20,0.5,0.2,fixed,1000,190,633,0.2934941010000074,0.09823111999999412,0.19526298100001327,18.999999999999968
37,once,auto,cold,1,0.0,False,0.0,20,0.5,0.2,fixed,1000,190,4561,0.3986174489999996,0.22093781699999224,0.17767963200000736,15.520000000000005
37,iterative,auto,warm,1,0.0,False,0.0,20,0.5,0.2,fixed,1000,190,1172,0.2164779579999987,0.09241825499999834,0.12405970300000035,15.520000000000007
37,iterative,auto,warm,1,0.0,True,0.0,20,0.5,0.2,fixed,1000,190,803,0.3115718330000021,0.08076858900001582,0.2308032439999863,15.519999999999996
37,iterative,auto,warm,1,0.0,True,0.1,20,0.5,0.2,fixed,1000,190,813,0.3220905809999977,0.08219010799999182,0.23990047300000586,15.52
37,iterative,auto,warm,1,0.0,True,0.3,20,0.5,0.2,fixed,1000,190,305,0.5791427209999966,0.20707252799999765,0.37207019299999894,15.52
38,once,auto,cold,1,0.0,False,0.0,20,0.5,0.2,fixed,1000,190,4561,0.4745277520000002,0.24785631500000704,0.22667143699999315,23.75
38,iterative,auto,warm,1,0.0,False,0.0,20,0.5,0.2,fixed,1000,190,871,0.20283251600000085,0.07568309800001316,0.1271494179999877,23.75
38,iterative,auto,warm,1,0.0,True,0.0,20,0.5,0.2,fixed,1000,190,425,0.30866793799999925,0.07136559000001341,0.23730234799998584,23.750000000000004
38,iterative,auto,warm,1,0.0,True,0.1,20,0.5,0.2,fixed,1000,190,322,0.5295734139999979,0.2140182280000147,0.3155551859999832,23.75000000000001
38,iterative,auto,warm,1,0.0,True,0.3,20,0.5,0.2,fixed,1000,190,589,1.7121569680000022,0.8393574599999879,0.8727995080000142,23.75000000000001
39,once,auto,cold,1,0.0,False,0.0,20,0.5,0.2,fixed,1000,190,4561,0.42148632099998906,0.2448468400000081,0.17663948099998095,23.75000000000001
